date-time,headline,views,tags,
01/02/2022 - 18:04,Georgian Parliament Turns into “Circus Show” Over Ukraine Resolution,272,"Georgian Dream,Nikoloz Samkharadze,Parliament of Georgia,Salome Samadashvili",
01/02/2022 - 21:58,"By-Elections in Batumi, Rustavi Slated for April 2",127,"Batumi Sakrebulo,Central Election Commission,Parliament of Georgia,Rustavi",
02/02/2022 - 13:28,"Leak: NATO, U.S. Responses to Moscow’s Security Demands",439,"Georgia,NATO,NATO-Georgia relations,Russia,Russian Occupation,U.S.,U.S.-Georgia relations",
02/02/2022 - 14:26,Central Bank Holds Key Rate at 10.5%,86,"Central Bank,Economy,Key Rate,National Bank of Georgia",
02/02/2022 - 14:00,MP Samadashvili Joins Lelo Party as Political Secretary,116,"Lelo,Salome Samadashvili,United National Move",
02/02/2022 - 17:06,French Development Agency Approves EUR 30 Million Loan for Georgia,157,"France,French Development Agency,Georgia",
02/02/2022 - 19:38,EP Rapporteur for Georgia Visits Tbilisi,164,"European Parliament,Salome Zurabishvili,Sven Mikser",
02/02/2022 - 18:13,Georgian Opposition Politicians to Visit Kyiv,130,"Droa,Lelo,Opposition,Ukraine,Ukraine-Georgia relations,United National Movement",
02/02/2022 - 20:27,"GD Names Candidates for Batumi, Rustavi By-Elections",111,"By-elections,Georgian Dream",
03/02/2022 - 11:46,Annual Inflation Hits 13.9% in January,101,"Economy,Georgia,Geostat,inflation,National Statistics Office",
03/02/2022 - 13:26,Kyiv Hails Georgian Parliament’s Resolution on Ukraine,294,"Georgia,Parliament of Georgia,Ukraine,Ukraine-Georgia relations",
03/02/2022 - 15:52,Georgian Interior Minister Visits Yerevan,97,"Armenia,Georgia,Interior Ministry,Nikol Pashinyan,Police",
03/02/2022 - 14:42,"Georgian Dream More on the Back Foot with Russia, Says Ex-U.S. Official",397,"Fiona Hill,Georgia,Georgia-Ukraine relations",
03/02/2022 - 18:06,"Compromise Not a Weakness, MEP Mikser Tells Georgian MPs",125,"Georgian Parliament,Sven Mikser",
04/02/2022 - 01:11,"Russia “Suffers from Ancient Imperial Motives,” Says Georgian President",380,"Georgia,Poland,Russia,Ukraine",
03/02/2022 - 22:00,Spanish Firm Buys Controlling Stake in Georgia’s Major Water Company,285,"Economy,Georgia,Georgian Water and Power,Investments,Water",
04/02/2022 - 13:42,"Prosecutors Launch Criminal Proceedings Against UNM MP, Others over October 24 Brawl",67,"Gvote21,United National Movement",
04/02/2022 - 14:11,Georgian Dream MP Lashes Out at Deported Russian Opposition Leader,359,"Alexei Navalny,Dmitry Gudkov,Georgian Dream,Nikoloz Samkharadze,Parliament",
09/02/2022 - 18:49,Watchdogs Issue Report on Implementation of EU-Brokered Deal,175,"April 19 Agreement,GDI,ISFED,TI Georgia",
09/02/2022 - 15:32,Operator Issues Preliminary Findings on Tkibuli Mine Accident,55,"Mining accident,Saknakhshiri,Tkibuli",
09/02/2022 - 18:56,Abkhaz Top Diplomat Visits Moscow,185,"Abkhazia,Inal Ardzinba,United Nations",
09/02/2022 - 19:37,Former Deputy Economy Minister Appointed as Business Ombudsman,137,"Business Ombudsman,Georgia,Otar Danelia",
10/02/2022 - 12:34,Speaker Papuashvili Visits UK,134,"Georgia,Parliament of Georgia,Shalva Papuashvili",
10/02/2022 - 15:08,Labor Party’s Natelashvili to Enter Parliament,154,"Labor Party,Opposition Boycott,Shalva Natelashvili",
10/02/2022 - 17:51,COVID Self-Isolation Periods Reduced,240,"Covid-19,Georgia,Health Ministry,Tamar Gabunia",
11/02/2022 - 13:14,Georgia’s Score Continues to Fall in Democracy Index,812,"Democracy Index,Georgia",
12/02/2022 - 23:19,"Museum, Culture Ministry in Fresh Research Grants Controversy",508,"Culture Ministry,Georgian National Museum,Tea Tsulukiani",
11/02/2022 - 15:11,New Chief of Staff of National Security Council Appointed,228,"Givi Tumanishvili,Irakli Garibashvili,National Security Council,Prime Minister",
11/02/2022 - 15:57,Abkhaz ‘Culture Minister’ Resigns,161,"Abkhazia,Aslan Bzhania,Gudisa Agrba",
14/02/2022 - 12:06,Georgia’s Foreign Trade in January 2022,106,"Economy,Geostat,National Statistics Office,Trade",
14/02/2022 - 16:14,Opposition Elects Chair in Hung Zugdidi Sakrebulo,122,"For Georgia,Georgian Dream,Municipal Council,United National Movement,Zugdidi",
14/02/2022 - 15:40,Garibashvili Claims Vaccine Inefficiency against Preventing Omicron,207,"Omicron,Prime Minister Irakli Garibashvili,Vaccination",
14/02/2022 - 17:12,Man Sentenced to 8 Years in Prison for Selling Heroin to Deceased Cameraman,96,"Aleksandre Lashkarava,Georgia,July 5 Violence,Prosecutor’s Office",
14/02/2022 - 18:00,Abkhaz Diplomat Continues Moscow Visit,191,"Abkhazia,Inal Ardzinba,Russia",
14/02/2022 - 23:40,"Ruling Party Names Picks for Special Investigation, Personal Data Agencies",90,Georgian Dream,
15/02/2022 - 14:06,EU-Georgia Parliamentary Association Committee Holds Tenth Meeting,129,"EU-Georgia Parliamentary Association Committee,European Parliament,Georgia",
15/02/2022 - 16:46,"Georgian PM, FM Hold Phone Talks with Azerbaijani Counterparts",76,"Azerbaijan,David Zalkaliani,Georgia,Prime Minister",
15/02/2022 - 18:07,"Parliament Terminates Mandates of Three Opposition MPs, Former Speaker",204,"Badri Japaridze,Elene Khoshtaria,Georgia,Labor Party,Lelo,Parliament of Georgia,Shalva Natelashvili",
15/02/2022 - 18:44,CEC Chair Re-Elected for Temporary Term,83,"Central Election Commission,Parliament of Georgia",
15/02/2022 - 19:24,"Parliament Confirms Chiefs of Special Investigation, Personal Data Protection Agencies",95,"Georgia,Georgian Dream,Parliament of Georgia,State Inspector's Service",
15/02/2022 - 19:58,EU Special Representative Klaar Meets Georgian FM,130,"Abkhazia,David Zalkaliani,Foreign Minister of Georgia,Geneva International Discussions,Toivo Klaar,Tskhinvali Region/South Ossetia",
15/02/2022 - 20:23,Nightclubs to Reopen in Georgia Starting March,166,Covid-19,
16/02/2022 - 14:46,Expelled MP to Vie for Rustavi By-Elections,102,"Badri Japaridze,Georgia,Lelo for Georgia,Parliament of Georgia,Rustavi",
16/02/2022 - 13:02,"Abkhaz Diplomat Meets Russian Deputy FM, RT’s Simonyan",156,"Abkhazia,Inal Ardzinba,Moscow,Russian Occupation",
16/02/2022 - 13:50,"Stroke Victim, Released from Tskhinvali Custody, Dies in Tbilisi Clinic",123,"Genadi Bestaev,Russian Occupation,State Security Service,Tskhinvali Region/South Ossetia",
16/02/2022 - 16:18,"Georgia Condemns Duma’s Appeal for Donetsk, Luhansk Independence",144,"Georgia,Russia,Ukraine,Ukraine-Georgia relations",
16/02/2022 - 18:02,"EU Reacts to Special Investigation, Personal Data Protection Appointments",136,"Carl Hartzell,Georgian Dream,Georgian Parliament",
16/02/2022 - 19:05,EU Special Representative Meets Georgian Reconciliation Minister,116,"Abkhazia,Georgia,State Ministry for Reconciliation and Civic Equality,Toivo Klaar,Tskhinvali Region/South Ossetia",
16/02/2022 - 19:53,"Georgian, Czech Defense Ministers Meet in Brussels",125,"Czech Republic,defense minister,Georgia,Juansher Burchuladze",
16/02/2022 - 22:26,"On Unity Day, Ukraine Receives Georgian Letters of Support",350,"Georgia,Russian Occupation,Ukraine",
17/02/2022 - 14:53,"Georgian Defense Minister Meets NATO SecGen, Military Committee Chair",139,"Jens Stoltenberg,Juansher Burchuladze,NATO-Georgia relations,Rob Bauer",
17/02/2022 - 16:21,Another Russian Opposition Politician Allegedly Refused Georgia Entry,387,"Andrey Davydov,Dmitry Gudkov,Georgia",
17/02/2022 - 13:01,Kobakhidze Lashes Out at EU Ambassador,406,"Carl Hartzell,EU-Georgia relations,Georgian Dream,Irakli Kobakhidze",
22/02/2022 - 00:21,"Sokhumi, Tskhinvali Hail Putin Over Donbas Recognition",402,"Abkhazia,Donbas,Donetsk,Luhansk,Russian Occupation,Tskhinvali Region/South Ossetia,Vladimir Putin",
22/02/2022 - 02:38,"Georgia Decries Putin’s Recognition of Donetsk, Luhansk",600,"Donetsk,Georgia,Luhansk,Russia,Russian Occupation,Ukraine",
22/02/2022 - 13:20,Georgian Opposition Condemns Putin’s Donbas Recognition,261,"Donetsk,Georgia,Luhansk,Russia,Russian Occupation,Ukraine",
22/02/2022 - 14:46,Georgia to Further Ease COVID Curbs,281,"Covid-19,საქართველო",
22/02/2022 - 16:52,Azerbaijani Education Minister Visits Georgia,65,"Azerbaijan,Education Minister,Georgia,Mikheil Chkhenkeli,Prime Minister Irakli Garibashvili",
22/02/2022 - 18:23,Putin Tells Aliyev Russia not Going to Restore Empire,645,"Azerbaijan,Georgia,Russia,Russian Occupation,Vladimir Putin",
22/02/2022 - 18:42,CoE Human Rights Commissioner  Visits Tbilisi,154,"Commissioner for Human Rights,Dunja Mijatović,Georgia,Nino Lomjaria,Public Defender",
23/02/2022 - 03:28,"Georgia’s President Talks Ukraine, Russia",1100,,
23/02/2022 - 13:56,Georgian MPs Visit Armenia for Euronest PA Meetings,107,"Armenia,Eastern Partnership,Euronest,European Parliament,Georgia,Ukraine",
23/02/2022 - 17:25,Opposition Controversially Elects Senaki Sakrebulo Chair,100,"For Georgia,Georgian Dream,United National Movement",
23/02/2022 - 20:15,"Territorial Integrity Can’t be Solved with Force, Georgian President Says",197,"Abkhazia,Georgia,Russia,Salome Zurabishvili,Tskhinvali Region/South Ossetia",
24/02/2022 - 12:19,Georgia Reacts to Russia’s Attack on Ukraine,6539,"Georgia,meta,Ukraine",
24/02/2022 - 13:36,Ex-President Saakashvili Talks Russia’s Invasion of Ukraine,586,"Georgia,Mikheil Saakashvili,Russian Occupation",
24/02/2022 - 14:37,Georgian MFA Reacts to Russia’s War Against Ukraine,179,"Foreign Ministry,Georgia,Russian Occupation,Ukraine",
24/02/2022 - 15:09,Occupied S. Ossetia Assigns Military to Barracks,681,"Georgia,Russian Occupation,Tskhinvali Region/South Ossetia,Ukraine",
24/02/2022 - 15:16,Georgian Opposition on Russia’s Attack against Ukraine,494,"Georgia,Lelo,Ukraine,United National Movement",
24/02/2022 - 15:26,Zurabishvili to OK Extraordinary Parliament Session,172,"Georgia,Russia,Salome Zurabishvili,Ukraine",
24/02/2022 - 17:25,"Georgians Offer Free Accommodation, Services to Stranded Ukrainians",610,"Georgia,Russian Occupation,Ukraine",
24/02/2022 - 17:31,"CoE Human Rights Commissioner Meets Reconciliation, Interior Ministers",76,"Abkhazia,Archil Talakvadze,Georgia,State Ministry for Reconciliation and Civic Equality,Tea Akhvlediani,Tskhinvali Region/South Ossetia,Vakhtang Gomelauri",
25/02/2022 - 01:34,In Photos: Georgians March for Ukraine,1938,"Georgia,Russia,Russian Occupation,Tbilisi,Ukraine,საქართველო",
24/02/2022 - 19:53,Sokhumi Takes in 93 Donbas Evacuees,204,"Abkhazia,Aslan Bzhania,Russian Occupation,Ukraine",
24/02/2022 - 23:22,Georgia’s Ruling Party Rejects Parliamentary Session on Ukraine,606,"Georgia,Georgian Dream,Ukraine",
24/02/2022 - 18:08,Lari Tumbles as Russia Invades Ukraine,550,"GEL,Georgia,National Bank of Georgia (NBG),USD",
25/02/2022 - 02:48,Georgia Marks 101 Years Since Soviet Russia Took Over Tbilisi,328,"Georgia,Russia,Soviet Occupation,Soviet Russia,Tbilisi",
25/02/2022 - 12:58,VTB Bank Georgia Hit with Int’l Sanctions,976,"Economy,National Bank of Georgia,Russian Occupation",
25/02/2022 - 13:57,"Georgia Won’t Join Russia Sanctions, PM Says",4475,"Irakli Garibashvili,meta,Prime Minister",
25/02/2022 - 15:33,Opposition Slams GD for Rejecting Parliament Session on Ukraine,345,"Georgia,Lelo for Georgia,Russian Occupation,Ukraine",
25/02/2022 - 17:01,Garibashvili Under Fire over Ukraine Remarks,2247,"Georgia,Georgia-Ukraine relations,Irakli Garibashvili,Opposition",
25/02/2022 - 20:58,"2008 War Wasn’t Inevitable, Garibashvili Says",366,"Georgia,Irakli Garibashvili,Russo-Georgian war",
25/02/2022 - 19:06,"FM Zalkaliani, State Department Official Talk Ukraine",112,"David Zalkaliani,Georgia,U.S. State Department,U.S.-Georgia relations,Ukraine",
25/02/2022 - 22:36,NATO Chief Talks More Support for Georgia,500,"Georgia,NATO,NATO-Georgia relations,Russian Occupation",
25/02/2022 - 18:27,“Attaboy!” – Moscow Praises Georgia’s Prime Minister,1853,"Georgia,Irakli Garibashvili,meta,Russia,Russian Occupation,Ukraine",
25/02/2022 - 23:13,Georgia Backs Suspension of Russia’s Representation Rights in CoE,360,"Georgia,Russia,Russian Occupation,Ukraine",
26/02/2022 - 00:42,Zelenskyy: Georgia’s People Better than Their Gov’t,818,"Georgia,Georgia-Ukraine relations,Irakli Garibashvili,Ukraine,Volodymyr Zelenskyy",
26/02/2022 - 02:12,"Occupied Abkhazia Recognizes Donetsk, Luhansk",312,"Abkhazia,Donetsk,Georgia,Luhansk,RussiaRussian Occupation",
28/02/2022 - 15:17,"Calls Mount to Shut Airspace to Russia, Ban Pro-Kremlin Media",228,"Georgia,Russia,Ukraine,War in Ukraine",
28/02/2022 - 16:14,Sanctioned VTB Bank Georgia Offloads Consumer Portfolios,805,"Georgia,National Bank of Georgia,War in Ukraine",
28/02/2022 - 17:59,Ex-PM Says Georgia Should Ask for ‘Immediate’ EU Membership,391,"European Union,Georgia,Giorgi Gakharia,Ukraine",
28/02/2022 - 17:22,‘Traitor Garibashvili’ Faces Resignation Calls,618,"Irakli Garibashvili,Opposition,Ukraine-Georgia relations",
28/02/2022 - 20:02,"FM Zalkaliani, Senior UK Diplomat Hold Phone Talk",70,"David Zalkaliani,Foreign Ministry,Georgia,United Kingdom",
28/02/2022 - 21:04,Russian General Named Acting Defense Chief of Tskhinvali,268,"Anatoly Bibilov,Tskhinvali Region/South Ossetia",
28/02/2022 - 21:54,Kyiv Calls on Georgia’s PM to Let Volunteers Fly to Ukraine,785,"Denys Shmyhal,Georgia,Irakli Garibashvili,Tbilisi,Ukraine",
28/02/2022 - 23:37,Constitutional Court OKs Dissolution of State Inspector’s Service,110,"Georgia,State Inspector's Service",
28/02/2022 - 23:59,COVID-19 in Georgia Live Blog – February 2022 / Archived,4,"Abkhazia,Coronavirus,Covid-19,Georgia,pandemic,Tskhinvali Region/South Ossetia,Vaccination",
01/03/2022 - 00:08,Georgia’s President Hints Divergence from PM’s Ukraine Rhetoric,598,"Georgia,Irakli Garibashvili,Salome Zurabishvili,Ukraine",
01/03/2022 - 11:38,"Ex-Defense, Interior Minister Released From Prison",185,"Bacho Akhalaia,United National Movement",
01/03/2022 - 03:09,Georgia’s Speech at UNGA’s Rare Special Session on Ukraine,527,"Donbas,Georgia,Kaha Imnadze,Ukraine,United Nations",
01/03/2022 - 01:06,Georgian President Addresses People of Ukraine,858,"Georgia,Russian Occupation,Salome Zurabishvili,Ukraine",
01/03/2022 - 14:31,Romania Calls for Georgia’s EU Membership,563,"Georgia,Romania,Ukraine",
01/03/2022 - 14:55,Ukraine Recalls Ambassador over Georgia Government’s ‘Immoral Position’,1987,"Georgia,Igor Dolgov,meta,Volodymyr Zelenskyy",
01/03/2022 - 16:10,"Zurabishvili Visits Paris, Brussels",175,"Emmanuel Macron,France,Georgia,Salome Zurabishvili,War in Ukraine",
01/03/2022 - 17:18,"No EU Application Before 2024, Kobakhidze Says",566,"EU-Georgia relations,Georgian Dream,Irakli Kobakhidze",
01/03/2022 - 18:40,"Georgian, Moldovan FM Talk Ukraine, EU Aspirations on Phone",231,"David Zalkaliani,Georgia,Moldova,Nicu Popescu",
01/03/2022 - 20:10,‘Grave Situation’ – Georgian FM Defends ‘Cautious’ Stance on Ukraine,286,"David Zalkaliani,Foreign Minister of Georgia,Georgia,Russia,Russian Occupation,Ukraine",
01/03/2022 - 21:56,President Zurabishvili Meets EU Leaders,195,"European Union (EU),Salome Zurabishvili",
02/03/2022 - 00:42,Georgia’s President: Western Integration Inscribed in the Hearts of Georgians,242,"European Integration,Georgia,Russian Occupation,Salome Zurabishvili",
01/03/2022 - 23:17,"Putin’s Russia ‘Totalitarian, Dictatorial Regime,’ Georgian President Says",578,"Georgia,Russia,Russian Occupation,Salome Zurabishvili,Ukraine,Vladimir Putin",
01/03/2022 - 20:19,Tbilisi Reacts to Recall of Ukrainian Ambassador,527,"Ilia Darchiashvili,Irakli Kobakhidze,Ukraine,Ukraine-Georgia relations",
02/03/2022 - 01:25,Georgia’s President Scolds Foreign Ministry,504,"Foreign Ministry,Georgia,Salome Zurabishvili,Ukraine",
02/03/2022 - 04:17,In Photos: Sixth Day of Tbilisi For Ukraine,308,"Georgia,Kyiv,Russian Occupation,Tbilisi,Ukraine,Vladimir Putin",
02/03/2022 - 13:21,In Quotes: Opposition Reacts to Ukraine Recalling Ambassador from Tbilisi,209,"Georgia,War in Ukraine,საქართველო",
02/03/2022 - 20:07,Georgia to Apply for EU Membership Immediately,24322,"EU-Georgia relations,Georgia,Georgian Dream,meta",
02/03/2022 - 17:16,"Georgia’s Economic Dependence on Russia Increased in 2021, Report Says",800,"Economy,Georgia,Russia,Transparency International",
02/03/2022 - 19:12,"Abkhazia: Commanding Officers, Military Offices Test Mobilization",501,"Abkhazia,Georgia,Ochamchire,Russia,Russian Occupation",
02/03/2022 - 12:28,Annual Inflation at 13.7% in February,120,"Annual Inflation,Economy,Geostat,National Statistics Office",
02/03/2022 - 14:31,Arrests in Batumi After Protesters Swear at Garibashvili,348,"Batumi,Irakli Garibashvili,Ukraine,Ukraine-Georgia relations",
02/03/2022 - 21:15,Georgia Backs UN Resolution on Condemning Russia’s Ukraine Attack,562,"Georgia,Russia,Ukraine",
02/03/2022 - 23:55,‘Double Standard’ – Kobakhidze Slams Kyiv’s Ambassador Move,457,"Georgia,Georgian Dream,Irakli Kobakhidze,Russian Occupation,Ukraine,Volodymyr Zelenskyy",
03/03/2022 - 01:29,Georgia’s Opposition Backs EU Membership,352,"European Union,Georgia",
03/03/2022 - 11:13,‘Fear & Apathy’: Pundits on Georgian Govt’s Steps amid Ukraine War,664,"Giorgi Kanashvili,meta,Paata Zakareishvili,Tina Khidasheli,War in Ukraine",
03/03/2022 - 05:27,Georgia Joins Call for ICC to Probe Alleged War Crimes in Ukraine,231,"Georgia,Russia,Russian Occupation,Ukraine",
07/03/2022 - 22:44,EU Commission to Present Opinion on Georgia’s Application,321,"Council of the European Union,EUbid,European Commission,Georgia,Ukraine",
07/03/2022 - 20:40,Georgian Officials on Russia’s Dairy Import Permit,300,"Levan Davitashvili,Mamuka Mdinaradze,Otar Shamugia,War in Ukraine",
08/03/2022 - 13:11,"Detentions After Pro-Ukraine, Anti-Gov’t Rally",403,"Georgia,Shame Movement,War in Ukraine",
08/03/2022 - 01:28,"Russia Accuses Lugar Center of Pig Disease Spread, Again",719,"Georgia,Lugar Center,Russian Occupation,Tbilisi,Ukraine",
08/03/2022 - 16:18,"Security Service Denies Reports of Russian, Belarusian Influx",298,"State Security Service of Georgia,War in Ukraine",
09/03/2022 - 16:03,Court Acquits Opposition’s Ugulava in Airport Incident Case,97,"Gigi Ugulava,Prosecutor’s Office,Tbilisi City Court",
09/03/2022 - 16:07,"Georgian, Swedish FMs Talk Over Phone",124,"David Zalkaliani,Georgia,Sweden",
09/03/2022 - 21:46,Georgian Airways Backtracks on Russian MIR Payment,462,"Georgia,Georgian Airways,Russia,War in Ukraine",
10/03/2022 - 19:20,"Moscow Says Abkhazia, S. Ossetia Shall be Less Dependent on Russia",4107,"Abkhazia,Dmitry Volvach,Georgia,Russia,Russian Occupation,Tskhinvali Region/South Ossetia",
10/03/2022 - 19:20,Russian Deputy Economy Minister Visits Abkhazia,168,"Abkhazia,Aslan Bzhania,Georgia,Russia,Russian Occupation",
10/03/2022 - 12:44,87% of Georgians: Ukraine’s War Ours Too,866,"Georgia,Russian Occupation,Ukraine",
09/03/2022 - 22:34,Central Bank Sells USD 40 Mln as Lari Drops,233,"Economy,GEL,Georgia,National Bank of Georgia (NBG)",
10/03/2022 - 13:15,123 Candidates to Vie for Seats in Abkhazia Vote,123,"Abkhazia,Georgia",
10/03/2022 - 15:11,Reports: Georgia’s Local Authorities Keep Buying Russian Products,544,"Georgia,Tbilisi City Hall,War in Ukraine",
10/03/2022 - 16:39,Georgian FM Denounces Russian Bombing of Mariupol Hospital,90,"David Zalkaliani,Georgia,War in Ukraine",
10/03/2022 - 19:08,Luhansk Recognizes Abkhazia,967,"Abkhazia,Georgia",
10/03/2022 - 19:11,"Georgian, Czech FMs Hold Phone Talks",59,"Czech Republic,Georgia",
10/03/2022 - 19:38,Saakashvili Calls Off Second Hunger Strike,196,"Mikheil Saakashvili,War in Ukraine",
10/03/2022 - 23:26,2008 War: ICC Files Arrest Warrant for S. Ossetian Officials,1726,"Georgia,Russia,Russo-Georgian war,Tskhinvali Region/South Ossetia",
10/03/2022 - 21:22,Activist Sentenced to Four Day Administrative Detention,156,"Georgia,Government of Georgia,Police,Shota Dighmelashvili",
11/03/2022 - 14:23,Georgia Welcomes Arrest Warrant of S. Ossetians Filed in ICC,183,"Georgia,International Criminal Court,Justice Ministry,Tskhinvali Region/South Ossetia",
11/03/2022 - 14:18,"S. Ossetian KGB Claims Ukraine, U.S. Ponder Using Nukes",241,"Georgia,Russia,Tskhinvali Region/South Ossetia,War in Ukraine",
11/03/2022 - 23:02,Department of State on Garibashvili’s ‘Sanctions Ineffective’ Remarks,461,"Georgia,Irakli Garibashvili,Ned Price,Russia,U.S.-Georgia relations,Ukraine",
11/03/2022 - 15:50,"2021 FDI in Georgia at USD 1.15 Bln, Doubles from 2020",143,"Economy,Foreign Direct Investment (FDI),Geostat,National Statistics Office",
11/03/2022 - 17:16,"Georgian, Latvian FMs Talk Ukraine War on Phone",46,"David Zalkaliani,War in Ukraine",
14/03/2022 - 11:50,Georgia’s Foreign Trade Up 49.2% in January-February,100,"Economy,Georgia,Trade",
11/03/2022 - 18:06,Georgian Justice Minister Visits Baku,66,"Azerbaijan,Georgia",
11/03/2022 - 18:18,Reactions in Tbilisi to ICC Prosecutor’s Decision,204,"Georgia,Georgian Dream,International Criminal Court,Tskhinvali Region/South Ossetia,United National Movement",
16/03/2022 - 12:31,In Quotes: Opposition Slams GD over Decision to Sue President,159,"Georgian Dream,Mikheil Daushvili,Salome Samadashvili,Salome Zurabishvili,Teona Akubardia,Tinatin Bokuchava,Vakhtang Megrelishvili",
11/03/2022 - 19:04,Another Russian Journalist Says Barred from Georgia Entry,751,"Dave Frenkel,Mikhail Fishman,War in Ukraine,საქართველო",
11/03/2022 - 19:52,Georgian Speaker Refutes Moscow’s Bio-Warfare Allegations,219,"Georgia,Lugar Center,Lugar lab",
11/03/2022 - 20:51,"In Abkhazia, Russia’s Attack on Ukraine Gets Lukewarm Support",458,"Abkhazia,Georgia,Russia,Russian Occupation,Sokhumi,Ukraine",
13/03/2022 - 14:16,"Ukraine Says Russia Brings Abkhaz, S. Ossetian Mercenaries",455,"Abkhazia,Georgia,Russia,Tskhinvali Region/South Ossetia,Ukraine",
14/03/2022 - 01:27,Georgian MP Says Joins Fight in Ukraine,425,"Aleko Elisashvili,Georgia,Parliament of Georgia,Russian Occupation,Ukraine",
16/03/2022 - 20:31,Five Candidates to Contest in Tskhinvali ‘Presidential Vote’,195,"Anatoly Bibiloc,Georgia,Tskhinvali Region/South Ossetia",
14/03/2022 - 14:40,Georgia’s President Says Gov’t Refused her Visits in Europe,539,"Georgia,Government of Georgia,Salome Zurabishvili",
15/03/2022 - 20:14,Watchdog says President’s Europe Visit Did Not Violate Constitution,214,"Georgia,IDFI,Salome Zurabishvili",
16/03/2022 - 19:21,"Georgian Orthodox Church, Clergy on Russia’s Attack on Ukraine",874,"Georgian Orthodox Church,Ilia II,Patriarch of Georgia,Russia,War in Ukraine",
16/03/2022 - 13:50,Parliament Unanimously Backs Resolution on Georgia’s EU Integration,313,"European Union (EU),Georgia,Parliament",
16/03/2022 - 16:03,"Georgian, Dutch PMs Hold Phone Talk",108,"Georgia,The Netherlands",
16/03/2022 - 19:38,Georgia Participates in NATO Defense Ministerial,190,"Juansher Burchuladze,NATO-Georgia relations,War in Ukraine",
16/03/2022 - 19:48,Reports: Russia’s Tskhinvali Base Units Sent to Ukraine,648,"Russian Occupation,Tskhinvali Region/South Ossetia,War in Ukraine",
17/03/2022 - 01:14,Estonia Backs Georgia’s Euro-Atlantic Aspirations,149,"David Zalkaliani,Estonia,EUbid,Eva-Maria Liimets,Georgia,Ukraine",
17/03/2022 - 13:56,Man Sentenced to Two Years over July 6 Attack on Journalist,103,"Homophobic Pogroms,Media Freedom",
17/03/2022 - 18:34,"German, U.S. Ambassadors Talk Georgia’s Stance on Russia Sanctions",348,"EU-Georgia relations,Georgia,War in Ukraine",
18/03/2022 - 17:21,"Entry Refusal to Dozhd Journalist Not Politically Motivated, Minister Says",258,"Georgia,Mikhail Fishman,Russia,Vakhtang Gomelauri",
17/03/2022 - 16:59,"Polish, Georgian PMs Meet in Batumi",187,"Irakli Garibashvili,Mateusz Morawiecki,War in Ukraine",
17/03/2022 - 20:22,"Minister: Over 12,000 Russians Stayed in Georgia Since Ukraine War",493,"Belarus,Georgia,Interior Minister,Russia,Ukraine,Vakhtang Gomelauri",
17/03/2022 - 22:56,‘Punitive Operation’: Culture Ministry Sacks Head of National Film Center,548,"Culture Ministry,Gaga Chkheidze,Georgian National Film Center,Tea Tsulukiani",
18/03/2022 - 01:56,TV Crew Attacked in Tbilisi Café,672,"Formula TV,Georgia,Press Freedom",
18/03/2022 - 15:02,Mtavari Arkhi TV Crew Attacked in Zugdidi,207,"Media Freedom,Mtavari Arkhi TV",
18/03/2022 - 15:05,CSOs Propose 10-Step Plan on EU Membership,239,"CSOs,EUbid,European Union (EU),Georgia",
18/03/2022 - 16:15,"Georgian Dream, Opposition at Odds over Zelenskyy’s Potential Address to Parliament",293,"Georgia,Georgian Dream,Lelo for Georgia,Ukraine,United National Movement",
21/03/2022 - 00:05,Three Georgian Volunteer Fighters Killed in Ukraine,777,"Georgia,Ukraine,War in Ukraine",
21/03/2022 - 22:11,New ‘Supreme Court’ Chair Elected in Abkhazia,143,"Abkhazia,Georgia,Russian Occupation,Saida Butba",
21/03/2022 - 03:06,Georgia Eases Enrollment Rules for Ukrainian Pupils,133,"Education Ministry,Georgia,Ukraine,War in Ukraine",
21/03/2022 - 02:13,GD to Change Key Law before Legal Row with President,215,"Constitutional Court,Georgia,Georgian Dream,President of Georgia,Salome Zurabishvili",
21/03/2022 - 12:00,Georgia’s Real GDP Growth at 10.4% in 2021,205,"Economy,Geostat,gross domestic product (GDP),National Statistics Office",
21/03/2022 - 12:32,Georgia’s Foreign Trade Up 49.3% in January-February,119,"Economy,External Merchandise Trade,Geostat,National Statistics Office",
21/03/2022 - 12:37,Bibilov on S. Ossetians in War Against Ukraine,365,"Anatoly Bibilov,Georgia,Tskhinvali Region/South Ossetia,Ukraine,War in Ukraine",
21/03/2022 - 13:30,Suspected Formula TV Crew Assailant Faces Tougher Charges,124,"Formula TV,Georgia,Prosecutor’s Office",
21/03/2022 - 18:43,New Law Targets Gali Georgians to ‘Restore Abkhaz Ethnicity’,394,"Abkhazia,Gali,Russian Occupation",
21/03/2022 - 23:07,"Georgian Pundits: Tbilisi Shall Adequately React to Concerns in Sokhumi, Tskhinvali",347,"Abkhazia,Georgia,Russian Occupation,Tskhinvali Region/South Ossetia,War in Ukraine",
22/03/2022 - 11:55,Georgia to Drop Outdoor Mask Mandate,320,"Covid-19,Government of Georgia,Inter-Agency Coordination Council",
22/03/2022 - 16:01,Tskhinvali Court Dismisses Appeals of Rejected ‘Presidential’ Hopefuls,94,"Anatoly Bibilov,Georgia,Tskhinvali Region/South Ossetia",
22/03/2022 - 16:48,"Vice-Speaker: Committed to NATO Path, Georgia to Ponder Additional Security Guarantees",207,"Archil Talakvadze,Georgia,NATO",
